CAR_ID,品牌系列,驱动方式,四驱形式,中央差速器结构,前悬架类型,后悬架类型,助力类型,车体结构
70835,奔驰GLE轿跑,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
59841,奔驰B级,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
59842,奔驰B级,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
59847,奔驰A级(进口),(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
59846,奔驰A级(进口),(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
60934,奔驰E级AMG,(标配)前置四驱,(标配)全时四驱,(标配)待查,(标配)多连杆式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69745,奔驰C级新能源,(标配)前置后驱,,,(标配)多连杆式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71974,奔驰C级新能源,(标配)前置后驱,,,(标配)多连杆式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64290,奔驰SL级AMG,(标配)前置四驱,(标配)全时四驱,(标配)多片离合器,(标配)双叉臂式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
61685,奔驰EQS,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
61683,奔驰EQS,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
61684,奔驰EQS,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
67883,奔驰G级新能源,(标配)四电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)整体桥非独立悬架,(标配)电动助力,非承载式
68027,奔驰GLC轿跑 AMG,(标配)前置四驱,(标配)全时四驱,(标配)多片离合器,(标配)多连杆式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
68264,奔驰GLC新能源,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)多连杆式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71117,奔驰S级AMG新能源,(标配)前置四驱,(标配)全时四驱,(标配)多片离合器,(标配)双叉臂式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
67865,奔驰S级AMG新能源,(标配)前置四驱,(标配)全时四驱,(标配)多片离合器,(标配)双叉臂式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
65986,奔驰S级新能源,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71822,奔驰S级新能源,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
72446,奔驰GLA AMG,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
65909,奔驰GLA AMG,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
68011,迈巴赫EQS SUV,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
68012,迈巴赫EQS SUV,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
67866,奔驰C级AMG新能源,(标配)前置四驱,(标配)全时四驱,(标配)多片离合器,(标配)多连杆式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71311,AMG GT新能源,(标配)前置四驱,(标配)全时四驱,,(标配)双叉臂式独立悬架,(标配)双叉臂式独立悬架,(标配)电子液压助力,承载式
61518,迈巴赫S级新能源,(标配)前置四驱,(标配)全时四驱,(标配)多片离合器,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70924,奔驰GLE轿跑 AMG,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
1016346,乌尼莫克U5023,(标配)前置四驱,(标配)分时四驱,,,,(标配)电子液压助力,非承载式
61039,奔驰EQS SUV,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
61040,奔驰EQS SUV,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
61041,奔驰EQS SUV,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
1016347,乌尼莫克U4023,(标配)前置四驱,(标配)分时四驱,,,,(标配)电子液压助力,非承载式
69663,奔驰EQE SUV AMG,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
62689,奔驰EQE AMG,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
61343,奔驰EQS AMG,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
60653,奔驰GLE轿跑新能源,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66162,宝马5系,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71245,宝马5系,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71240,宝马5系,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
65488,宝马5系,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66537,宝马5系,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66502,宝马5系,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64199,宝马5系,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66526,宝马5系,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
65489,宝马5系,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71244,宝马5系,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71246,宝马5系,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71242,宝马5系,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66538,宝马5系,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71243,宝马5系,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71241,宝马5系,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71247,宝马5系,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64898,宝马3系,(标配)前置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64901,宝马3系,(标配)前置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
68593,宝马3系,(标配)前置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
68590,宝马3系,(标配)前置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64902,宝马3系,(标配)前置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
68591,宝马3系,(标配)前置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64899,宝马3系,(标配)前置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64903,宝马3系,(标配)前置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
68592,宝马3系,(标配)前置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64897,宝马3系,(标配)前置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64900,宝马3系,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64896,宝马3系,(标配)前置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64895,宝马3系,(标配)前置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
68594,宝马3系,(标配)前置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69229,宝马X5,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64451,宝马X5,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64453,宝马X5,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64452,宝马X5,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64454,宝马X5,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64449,宝马X5,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64450,宝马X5,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
65053,宝马X3,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71573,宝马X3,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
65054,宝马X3,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69371,宝马X3,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
65385,宝马X3,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69387,宝马X3,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70467,宝马X1,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
62691,宝马X1,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70466,宝马X1,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63253,宝马X1,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66609,宝马X1,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
60974,宝马X1,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
60975,宝马X1,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
60973,宝马X1,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66548,宝马X1,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66572,宝马X1,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
60890,宝马7系,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
56718,宝马7系,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
60891,宝马7系,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
60888,宝马7系,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
60756,宝马7系,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
60889,宝马7系,(标配)前置后驱,,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
68372,宝马i3,(标配)后置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
68371,宝马i3,(标配)后置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
68373,宝马i3,(标配)后置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
68089,宝马4系,(标配)前置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
62545,宝马4系,(标配)前置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
62537,宝马4系,(标配)前置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
