CAR_ID,品牌系列,座椅材质,主座椅调节方式,副座椅调节方式,主_副驾驶座电动调节,前排座椅功能,电动座椅记忆功能,副驾驶位后排可调节按钮,第二排座椅调节,第二排座椅电动调节,第二排座椅功能,后排座椅放倒形式,前_后中央扶手,后排杯架,运动风格座椅,座椅布局,后排座椅电动放倒,加热_制冷杯架,后排小桌板,第二排独立座椅,第三排座椅功能,头颈暖风系统,第三排座椅调节,第三排座椅电动调节,零重力座椅,福祉座椅,前后移动扶手箱,可升降前后排车厢隔断
67448,奔驰S级,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)",主(标配) / 副(标配),"(标配)加热,(选配)通风",(选配)后排,无,"(选配)前后调节,(选配)靠背调节",(选配),"(标配)加热,(选配)通风",无,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
67449,奔驰S级,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风","(标配)驾驶位,(标配)副驾驶位,(标配)后排",无,"(标配)前后调节,(标配)靠背调节",(标配),"(标配)加热,(标配)通风",无,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
67450,奔驰S级,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(选配)按摩","(标配)驾驶位,(标配)副驾驶位,(标配)后排",(标配),"(标配)前后调节,(标配)靠背调节,(选配)腰部调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(选配)按摩",无,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
67451,奔驰S级,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(选配)按摩","(标配)驾驶位,(标配)副驾驶位,(标配)后排",(标配),"(标配)前后调节,(标配)靠背调节,(标配)腰部调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",无,前(标配) / 后(标配),(标配),无,无,无,无,(选配),(选配),无,无,无,无,无,无,无,无
70558,迈巴赫S级,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风","(标配)驾驶位,(标配)副驾驶位,(标配)后排",(标配),"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(选配)按摩",无,前(标配) / 后(标配),(标配),无,无,无,无,(选配),(选配),无,无,无,无,无,无,无,无
67444,迈巴赫S级,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风","(标配)驾驶位,(标配)副驾驶位,(标配)后排",(标配),"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(选配)按摩",无,前(标配) / 后(标配),(标配),无,无,无,无,(选配),(选配),无,无,无,无,无,无,无,无
70557,迈巴赫S级,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风","(标配)驾驶位,(标配)副驾驶位,(标配)后排",(标配),"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",无,前(标配) / 后(标配),(标配),无,无,无,(标配)加热/制冷,(标配),(标配),无,无,无,无,无,无,无,无
68040,迈巴赫S级,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风","(标配)驾驶位,(标配)副驾驶位,(标配)后排",(标配),"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",无,前(标配) / 后(标配),(标配),无,无,无,(标配)加热/制冷,(标配),(标配),无,无,无,无,无,无,无,无
72308,迈巴赫S级,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风","(标配)驾驶位,(标配)副驾驶位,(标配)后排",(标配),"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",无,前(标配) / 后(标配),(标配),无,无,无,(标配)加热/制冷,(标配),(标配),无,无,无,无,无,无,无,无
72306,迈巴赫S级,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风","(标配)驾驶位,(标配)副驾驶位,(标配)后排",(标配),"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",无,前(标配) / 后(标配),(标配),无,无,无,(标配)加热/制冷,(标配),(标配),无,无,无,无,无,无,无,无
68041,迈巴赫S级,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风","(标配)驾驶位,(标配)副驾驶位,(标配)后排",(标配),"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",无,前(标配) / 后(标配),(标配),无,无,无,(标配)加热/制冷,(标配),(标配),无,无,无,无,无,无,无,无
61337,迈巴赫S级,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风","(标配)驾驶位,(标配)副驾驶位,(标配)后排",(标配),"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",无,前(标配) / 后(标配),(标配),无,无,无,(标配)加热/制冷,(标配),(标配),无,无,无,无,无,无,无,无
67446,迈巴赫S级,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风","(标配)驾驶位,(标配)副驾驶位,(标配)后排",(标配),"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(选配)按摩",无,前(标配) / 后(标配),(标配),无,无,无,无,(选配),(选配),无,无,无,无,无,无,无,无
70555,迈巴赫S级,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风","(标配)驾驶位,(标配)副驾驶位,(标配)后排",(标配),"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",无,前(标配) / 后(标配),(标配),无,无,无,无,(标配),(标配),无,无,无,无,无,无,无,无
72307,迈巴赫S级,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风","(标配)驾驶位,(标配)副驾驶位,(标配)后排",(标配),"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",无,前(标配) / 后(标配),(标配),无,无,无,无,(标配),(标配),无,无,无,无,无,无,无,无
70556,迈巴赫S级,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风","(标配)驾驶位,(标配)副驾驶位,(标配)后排",(标配),"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",无,前(标配) / 后(标配),(标配),无,无,无,无,(标配),(标配),无,无,无,无,无,无,无,无
54579,迈巴赫S级,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风","(标配)驾驶位,(标配)副驾驶位,(标配)后排",(标配),"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",无,前(标配) / 后(标配),(标配),无,无,无,无,(标配),(标配),无,无,无,无,无,无,无,无
67445,迈巴赫S级,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风","(标配)驾驶位,(标配)副驾驶位,(标配)后排",(标配),"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",无,前(标配) / 后(标配),(标配),无,无,无,无,(标配),(标配),无,无,无,无,无,无,无,无
72305,迈巴赫S级,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风","(标配)驾驶位,(标配)副驾驶位,(标配)后排",(标配),"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",无,前(标配) / 后(标配),(标配),无,无,无,无,(标配),(标配),无,无,无,无,无,无,无,无
72410,奔驰GLB,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)",主(标配) / 副-,(选配)加热,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
72409,奔驰GLB,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)",主(标配) / 副-,(选配)加热,无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
68210,奔驰GLB,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(选配)腿托调节",主(标配) / 副(选配),(选配)加热,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
68208,奔驰GLB,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节",主(标配) / 副(标配),(标配)加热,无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
68209,奔驰GLB,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节",主(标配) / 副(标配),(标配)加热,无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
68970,奔驰GLB,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)",主(标配) / 副-,(选配)加热,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
72408,奔驰GLB,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)",主(标配) / 副-,(选配)加热,无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
68207,奔驰GLB,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(选配)腿托调节",主(标配) / 副(选配),(选配)加热,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
68206,奔驰GLB,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节",主(标配) / 副(标配),(标配)加热,无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
68996,奔驰GLB,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节",主(标配) / 副(标配),(标配)加热,无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
69208,奔驰A级,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)",无,无,无,无,无,无,无,无,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
69239,奔驰A级,(标配)皮/翻毛材质混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节",主(标配) / 副(标配),(标配)加热,无,无,无,无,无,无,前(标配) / 后(标配),(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无
65886,奔驰GLS,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),(标配)加热,"(标配)驾驶位,(标配)副驾驶位",无,"(标配)前后调节,(标配)靠背调节",(标配),(选配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,"(标配)2-3-2,(选配)2-2-2",(标配),无,无,(选配),无,无,无,无,无,无,无,无
